Id,Category
534,2
535,1
536,9
537,8
538,6
539,2
540,7
541,5
542,5
543,2
544,0
545,7
546,7
547,4
548,7
549,1
550,9
551,0
552,7
553,4
554,5
555,7
556,6
557,0
558,0
559,5
560,0
561,0
562,0
563,1
564,6
565,5
566,5
567,4
568,4
569,7
570,4
571,5
572,9
573,1
574,2
575,6
576,4
577,3
578,5
579,4
580,9
581,2
582,0
583,6
584,0
585,7
586,1
587,9
588,3
589,4
590,3
591,1
592,7
593,2
594,6
595,0
596,9
597,4
598,2
599,2
600,4
601,7
602,1
603,7
604,4
605,1
606,9
607,9
608,6
609,2
610,0
611,8
612,9
613,3
614,6
615,1
616,0
617,5
618,9
619,5
620,0
621,9
622,3
623,3
624,1
625,0
626,4
627,2
628,4
629,1
630,9
631,4
632,2
633,6
634,4
635,8
636,3
637,2
638,0
639,3
640,2
641,4
642,9
643,9
644,4
645,2
646,9
647,9
648,7
649,3
650,9
651,4
652,7
653,2
654,6
655,9
656,0
657,2
658,9
659,1
660,3
661,5
662,6
663,0
664,8
665,7
666,3
667,3
668,5
669,6
670,0
671,8
672,2
673,8
674,1
675,5
676,4
677,7
678,7
679,4
680,5
681,0
682,1
683,7
684,1
685,5
686,7
687,0
688,7
689,5
690,5
691,1
692,8
693,8
694,3
695,1
696,2
697,0
698,8
699,4
700,4
701,9
702,9
703,2
704,8
705,5
706,0
707,6
708,8
709,9
710,8
711,1
712,7
713,3
714,5
715,0
716,3
717,8
718,4
719,8
720,1
721,2
722,4
723,1
724,9
725,7
726,4
727,9
728,1
729,4
730,5
731,9
732,3
733,1
734,6
735,7
736,9
737,0
738,2
739,1
740,6
741,9
742,7
743,5
744,4
745,2
746,0
747,5
748,4
749,2
750,9
751,9
752,4
753,5
754,2
755,9
756,4
757,9
758,6
759,7
760,5
761,1
762,8
763,1
764,0
765,6
766,6
767,9
768,9
769,8
770,0
771,3
772,0
773,8
774,0
775,6
776,5
777,2
778,2
779,8
780,6
781,8
782,4
783,3
784,3
785,2
786,7
787,8
788,6
789,1
790,8
791,6
792,2
793,5
794,7
795,2
796,3
797,4
798,7
799,5
800,0
801,9
802,4
803,4
804,2
805,1
806,9
807,3
808,0
809,5
810,9
811,1
812,3
813,0
814,5
815,9
816,8
817,5
818,3
819,1
820,8
821,0
822,2
823,1
824,8
825,3
826,3
827,2
828,2
829,8
830,3
831,3
832,2
833,0
834,9
835,5
836,5
837,5
838,2
839,1
840,3
841,0
842,1
843,4
844,4
845,7
846,0
847,6
848,2
849,4
850,4
851,2
852,6
853,8
854,2
855,1
856,4
857,1
858,8
859,2
860,5
861,9
862,5
863,5
864,6
865,4
866,1
867,2
868,6
869,2
870,8
871,2
872,3
873,0
874,7
875,8
876,5
877,4
878,0
879,4
880,8
881,6
882,0
883,6
884,4
885,9
886,0
887,9
888,4
889,4
890,0
891,0
892,2
893,3
894,6
895,4
896,4
897,3
898,0
899,0
900,6
901,2
902,0
903,9
904,9
905,1
906,7
907,6
908,9
909,3
910,0
911,0
912,1
913,7
914,8
915,1
916,0
917,4
918,6
919,2
920,0
921,7
922,8
923,7
924,9
925,9
926,1
927,3
928,2
929,9
930,0
931,2
932,1
933,9
934,6
935,8
936,8
937,2
938,8
939,6
940,4
941,6
942,1
943,5
944,7
945,0
946,1
947,4
948,3
949,4
950,7
951,5
952,1
953,1
954,3
955,9
956,0
957,4
958,3
959,3
960,3
961,7
962,6
963,0
964,4
965,8
966,7
967,9
968,7
969,9
970,3
971,3
972,2
973,7
974,9
975,7
976,2
977,9
978,6
979,7
980,1
981,6
982,2
983,1
984,2
985,9
986,4
987,9
988,9
989,1
990,3
991,9
992,0
993,4
994,6
995,1
996,3
997,9
998,7
999,6
1000,4
1001,5
1002,4
1003,2
1004,3
1005,1
1006,9
1007,7
1008,6
1009,2
1010,4
1011,9
1012,9
1013,7
1014,6
1015,9
1016,7
1017,5
1018,9
1019,9
1020,3
1021,0
1022,4
1023,8
1024,1
1025,7
1026,1
1027,4
1028,2
1029,1
1030,7
1031,3
1032,9
1033,1
1034,8
1035,3
1036,2
1037,7
1038,4
1039,8
1040,9
1041,9
1042,2
1043,9
1044,2
1045,4
1046,2
1047,2
1048,1
1049,4
1050,4
1051,8
1052,8
1053,5
1054,8
1055,8
1056,4
1057,3
1058,8
1059,0
1060,2
1061,6
1062,6
1063,2
1064,5
1065,5
1066,2
1067,0
1068,8
1069,9
1070,0
1071,6
1072,1
1073,4
1074,1
1075,5
1076,5
1077,9
1078,8
1079,8
1080,6
1081,2
1082,7
1083,1
1084,8
1085,0
1086,8
1087,2
1088,2
1089,2
1090,1
1091,1
1092,9
1093,9
1094,5
1095,6
1096,6
1097,8
1098,7
1099,7
1100,5
1101,0
1102,9
1103,8
1104,9
1105,3
1106,4
1107,4
1108,2
1109,4
1110,7
1111,0
1112,0
1113,1
1114,5
1115,0
1116,2
1117,4
1118,2
1119,9
1120,6
1121,2
1122,9
1123,4
1124,1
1125,7
1126,1
1127,1
1128,4
1129,2
1130,0
1131,8
1132,6
1133,2
1134,3
1135,8
1136,8
1137,3
1138,8
1139,6
1140,5
1141,2
1142,5
1143,5
1144,5
1145,4
1146,1
1147,2
1148,0
1149,1
1150,9
1151,8
1152,3
1153,0
1154,3
1155,8
1156,1
1157,3
1158,1
1159,6
1160,8
1161,9
1162,3
1163,0
1164,4
1165,4
1166,0
1167,6
1168,8
1169,6
1170,4
1171,8
1172,9
1173,0
1174,4
1175,4
1176,4
1177,4
1178,5
1179,0
1180,8
1181,8
1182,7
1183,4
1184,0
1185,5
1186,5
1187,8
1188,4
1189,0
1190,1
1191,2
1192,8
1193,0
1194,3
1195,3
1196,0
1197,2
1198,6
1199,0
1200,1
1201,9
1202,0
1203,0
1204,9
1205,1
1206,7
1207,4
1208,8
1209,6
1210,9
1211,0
1212,0
1213,6
1214,7
1215,7
1216,7
1217,1
1218,3
1219,3
1220,4
1221,5
1222,7
1223,5
1224,2
1225,4
1226,5
1227,1
1228,8
1229,8
1230,4
1231,2
1232,9
1233,5
1234,4
1235,9
1236,8
1237,0
1238,6
1239,3
1240,9
1241,7
1242,4
1243,6
1244,9
1245,0
1246,5
1247,9
1248,8
1249,3
1250,0
1251,3
1252,6
1253,8
1254,4
1255,1
1256,1
1257,5
1258,7
1259,8
1260,7
1261,6
1262,0
1263,3
1264,2
1265,6
1266,0
1267,3
1268,8
1269,4
1270,8
1271,1
1272,7
1273,9
1274,2
1275,1
1276,2
1277,2
1278,6
1279,4
1280,7
1281,8
1282,2
1283,5
1284,8
1285,4
1286,8
1287,8
1288,0
1289,7
1290,0
1291,6
1292,7
1293,6
1294,9
1295,6
1296,6
1297,3
1298,0
1299,2
1300,5
1301,0
1302,7
1303,1
1304,9
1305,7
1306,0
1307,0
1308,5
1309,2
1310,3
1311,4
1312,7
1313,4
1314,2
1315,4
1316,8
1317,6
1318,2
1319,9
1320,7
1321,7
1322,0
1323,3
1324,8
1325,7
1326,7
1327,8
1328,9
1329,1
1330,3
1331,9
1332,1
1333,1
1334,7
1335,5
1336,1
1337,7
1338,4
1339,2
1340,5
1341,4
1342,1
1343,8
1344,8
1345,5
1346,8
1347,0
1348,3
1349,3
1350,9
1351,8
1352,1
1353,4
1354,0
1355,3
1356,4
1357,5
1358,7
1359,8
1360,8
1361,4
1362,5
1363,6
1364,3
1365,7
1366,2
1367,9
1368,4
1369,6
1370,5
1371,1
1372,7
1373,1
1374,0
1375,5
1376,7
1377,9
1378,5
1379,7
1380,3
1381,5
1382,1
1383,0
1384,4
1385,1
1386,0
1387,1
1388,4
1389,4
1390,9
1391,2
1392,0
1393,7
1394,7
1395,8
1396,3
1397,2
1398,3
1399,7
1400,3
1401,1
1402,9
1403,0
1404,5
1405,7
1406,5
1407,9
1408,7
1409,8
1410,0
1411,6
1412,9
1413,6
1414,9
1415,8
1416,9
1417,5
1418,6
1419,9
1420,7
1421,8
1422,3
1423,6
1424,5
1425,9
1426,2
1427,8
1428,7
1429,2
1430,4
1431,6
1432,7
1433,7
1434,2
1435,8
1436,7
1437,9
1438,8
1439,9
1440,6
1441,9
1442,9
1443,9
1444,7
1445,1
1446,3
1447,6
1448,5
1449,7
1450,9
1451,7
1452,5
1453,5
1454,5
1455,5
1456,9
1457,7
1458,2
1459,3
1460,7
1461,9
1462,7
1463,8
1464,1
1465,7
1466,9
1467,5
1468,1
1469,8
1470,1
1471,8
1472,1
1473,7
1474,8
1475,0
1476,5
1477,3
1478,1
1479,4
1480,1
1481,6
1482,9
1483,6
1484,7
1485,3
1486,7
1487,1
1488,6
1489,1
1490,6
1491,2
1492,8
1493,1
1494,2
1495,1
1496,4
1497,6
1498,3
1499,4
1500,9
1501,7
1502,3
1503,7
1504,3
1505,0
1506,7
1507,9
1508,1
1509,5
1510,3
1511,2
1512,0
1513,7
1514,3
1515,0
1516,7
1517,1
1518,1
1519,7
1520,0
1521,8
1522,8
1523,5
1524,2
1525,1
1526,1
1527,6
1528,0
1529,7
1530,1
1531,8
1532,1
1533,4
1534,4
1535,6
1536,4
1537,5
1538,5
1539,1
1540,2
1541,3
1542,2
1543,9
1544,5
1545,9
1546,9
1547,3
1548,0
1549,6
1550,9
1551,4
1552,2
1553,5
1554,2
1555,4
1556,2
1557,9
1558,5
1559,0
1560,0
1561,3
1562,7
1563,5
1564,0
1565,3
1566,2
1567,5
1568,2
1569,0
1570,9
1571,1
1572,6
1573,3
1574,0
1575,3
1576,2
1577,7
1578,7
1579,1
1580,3
1581,4
1582,7
1583,6
1584,0
1585,2
1586,7
1587,2
1588,7
1589,3
1590,6
1591,2
1592,2
1593,6
1594,7
1595,5
1596,0
1597,8
1598,4
1599,9
1600,3
1601,0
1602,5
1603,7
1604,1
1605,2
1606,6
1607,9
1608,2
1609,0
1610,7
1611,0
1612,3
1613,3
1614,2
1615,9
1616,9
1617,3
1618,5
1619,2
1620,9
1621,4
1622,2
1623,4
1624,2
1625,4
1626,3
1627,9
1628,8
1629,4
1630,0
1631,9
1632,1
1633,9
1634,1
1635,7
1636,4
1637,0
1638,2
1639,5
1640,1
1641,2
1642,7
1643,8
1644,1
1645,7
1646,6
1647,9
1648,1
1649,8
1650,0
1651,0
1652,7
1653,3
1654,9
1655,9
1656,9
1657,5
1658,1
1659,3
1660,1
1661,6
1662,7
1663,0
1664,4
1665,9
1666,5
1667,4
1668,9
1669,8
1670,4
1671,4
1672,3
1673,0
1674,2
1675,9
1676,2
1677,2
1678,0
1679,1
1680,3
1681,1
1682,4
1683,2
1684,4
1685,7
1686,5
1687,7
1688,8
1689,4
1690,9
1691,7
1692,5
1693,4
1694,5
1695,6
1696,2
1697,4
1698,4
1699,0
1700,7
1701,0
1702,6
1703,6
1704,9
1705,3
1706,4
1707,0
1708,1
1709,8
1710,1
1711,6
1712,4
1713,5
1714,8
1715,9
1716,0
1717,2
1718,9
1719,2
1720,4
1721,9
1722,2
1723,4
1724,6
1725,8
1726,6
1727,0
1728,6
1729,5
1730,9
1731,5
1732,7
1733,7
1734,9
1735,0
1736,5
1737,8
1738,9
1739,6
1740,7
1741,1
1742,0
1743,7
1744,4
1745,6
1746,2
1747,2
1748,3
1749,9
1750,1
1751,7
1752,9
1753,9
1754,2
1755,9
1756,5
1757,6
1758,2
1759,9
1760,7
1761,3
1762,5
1763,0
1764,7
1765,5
1766,4
1767,0
1768,6
1769,4
1770,5
1771,7
1772,5
1773,9
1774,2
1775,0
1776,3
1777,4
1778,4
1779,7
1780,9
1781,1
1782,0
1783,2
1784,4
1785,6
1786,5
1787,4
1788,6
1789,8
1790,4
1791,9
1792,5
1793,5
1794,2
1795,0
1796,2
1797,5
1798,1
1799,9
1800,9
1801,5
1802,4
1803,1
1804,5
1805,7
1806,7
1807,9
1808,7
1809,0
1810,0
1811,8
1812,7
1813,8
1814,7
1815,8
1816,5
1817,7
1818,4
1819,7
1820,2
1821,8
1822,7
1823,2
1824,0
1825,7
1826,3
1827,4
1828,5
1829,0
1830,2
1831,8
1832,3
1833,6
1834,7
1835,4
1836,6
1837,7
1838,2
1839,7
1840,7
1841,3
1842,8
1843,5
1844,0
1845,9
1846,9
1847,3
1848,9
1849,7
1850,2
1851,7
1852,4
1853,1
1854,6
1855,7
1856,1
1857,0
1858,2
1859,4
1860,0
1861,1
1862,2
1863,9
1864,3
1865,9
1866,8
1867,8
1868,5
1869,0
1870,8
1871,7
1872,6
1873,6
1874,2
1875,2
1876,6
1877,2
1878,2
1879,2
1880,0
1881,4
1882,9
1883,1
1884,5
1885,4
1886,0
1887,0
1888,8
1889,8
1890,6
1891,5
1892,4
1893,8
1894,3
1895,7
1896,2
1897,0
1898,9
1899,1
1900,6
1901,7
1902,8
1903,4
1904,8
1905,2
1906,9
1907,4
1908,6
1909,0
1910,8
1911,8
1912,6
1913,4
1914,5
1915,5
1916,2
1917,0
1918,1
1919,3
1920,8
1921,5
1922,1
1923,4
1924,4
1925,1
1926,0
1927,9
1928,4
1929,8
1930,1
1931,0
1932,3
1933,3
1934,2
1935,0
1936,5
1937,8
1938,0
1939,1
1940,2
1941,6
1942,5
1943,6
1944,8
1945,3
1946,7
1947,5
1948,1
1949,1
1950,8
1951,0
1952,5
1953,1
1954,2
1955,6
1956,5
1957,9
1958,8
1959,5
1960,8
1961,2
1962,3
1963,4
1964,9
1965,3
1966,8
1967,8
1968,8
1969,8
1970,4
1971,5
1972,0
1973,2
1974,8
1975,6
1976,3
1977,8
1978,0
1979,5
1980,5
1981,3
1982,2
1983,2
1984,4
1985,9
1986,4
1987,2
1988,8
1989,3
1990,3
1991,3
1992,3
1993,1
1994,7
1995,3
1996,4
1997,7
1998,7
1999,7
2000,8
2001,0
2002,9
2003,5
2004,5
2005,5
2006,0
2007,0
2008,6
2009,7
2010,4
2011,0
2012,6
2013,2
2014,4
2015,8
2016,3
2017,0
2018,2
2019,3
2020,6
2021,1
2022,6
2023,0
2024,3
2025,5
2026,2
2027,5
2028,1
2029,4
2030,5
2031,2
2032,1
2033,8
2034,8
2035,6
2036,3
2037,7
2038,9
2039,9
2040,1
2041,4
2042,0
2043,0
2044,4
2045,5
2046,4
2047,6
2048,6
2049,8
2050,5
2051,0
2052,8
2053,7
2054,8
2055,6
2056,3
2057,8
2058,1
2059,3
2060,5
2061,3
2062,4
2063,3
2064,2
2065,8
2066,3
2067,5
2068,6
2069,9
2070,2
2071,0
2072,6
2073,1
2074,3
2075,4
2076,0
2077,6
2078,8
2079,5
2080,4
2081,2
2082,2
2083,8
2084,7
2085,4
2086,6
2087,8
2088,0
2089,6
2090,0
2091,8
2092,0
2093,3
2094,6
2095,9
2096,6
2097,9
2098,9
2099,8
2100,8
2101,9
2102,4
2103,2
2104,0
2105,0
2106,8
2107,4
2108,2
2109,2
2110,1
2111,4
2112,5
2113,8
2114,7
2115,4
2116,9
2117,0
2118,5
2119,2
2120,3
2121,1
2122,8
2123,3
2124,3
2125,4
2126,3
2127,2
2128,0
2129,5
2130,6
2131,5
2132,0
2133,3
2134,4
2135,0
2136,6
2137,3
2138,4
2139,3
2140,1
2141,3
2142,9
2143,7
2144,9
2145,3
2146,1
2147,0
2148,7
2149,4
2150,4
2151,4
2152,3
2153,1
2154,9
2155,0
2156,1
2157,1
2158,2
2159,0
2160,3
2161,0
2162,8
2163,4
2164,9
2165,4
2166,1
2167,4
2168,7
2169,0
2170,9
2171,6
2172,7
2173,9
2174,4
2175,9
2176,1
2177,1
2178,1
2179,1
2180,9
2181,7
2182,3
2183,2
2184,6
2185,4
2186,0
2187,3
2188,4
2189,6
2190,6
2191,0
2192,1
2193,3
2194,4
2195,1
2196,5
2197,5
2198,6
2199,8
2200,7
2201,0
2202,0
2203,1
2204,5
2205,8
2206,4
2207,4
2208,0
2209,5
2210,2
2211,2
2212,0
2213,3
2214,7
2215,0
2216,7
2217,6
2218,6
2219,2
2220,8
2221,6
2222,1
2223,5
2224,6
2225,3
2226,0
2227,2
2228,1
2229,7
2230,1
2231,8
2232,1
2233,3
2234,5
2235,4
2236,8
2237,9
2238,9
2239,2
2240,4
2241,0
2242,0
2243,1
2244,6
2245,2
2246,3
2247,0
2248,0
2249,3
2250,2
2251,4
2252,0
2253,5
2254,3
2255,9
2256,6
2257,8
2258,0
2259,3
2260,6
2261,0
2262,6
2263,9
2264,1
2265,3
2266,6
2267,6
2268,1
2269,5
2270,8
2271,4
2272,3
2273,2
2274,7
2275,6
2276,5
2277,7
2278,6
2279,0
2280,1
2281,6
2282,4
2283,0
2284,3
2285,9
2286,2
2287,9
2288,2
2289,5
2290,9
2291,5
2292,2
2293,7
2294,4
2295,2
2296,7
2297,6
2298,1
2299,4
2300,0
2301,2
2302,5
2303,6
2304,8
2305,0
2306,8
2307,2
2308,1
2309,7
2310,5
2311,9
2312,1
2313,4
2314,3
2315,8
2316,1
2317,2
2318,0
2319,7
2320,9
2321,6
2322,4
2323,1
2324,8
2325,7
2326,7
2327,8
2328,1
2329,5
2330,8
2331,6
2332,8
2333,2
2334,7
2335,7
2336,8
2337,8
2338,1
2339,0
2340,7
2341,9
2342,9
2343,5
2344,5
2345,4
2346,1
2347,1
2348,7
2349,2
2350,4
2351,7
2352,2
2353,3
2354,5
2355,7
2356,3
2357,8
2358,1
2359,1
2360,5
2361,7
2362,3
2363,5
2364,7
2365,5
2366,5
2367,1
2368,8
2369,5
2370,8
2371,0
2372,1
2373,3
2374,9
2375,0
2376,4
2377,3
2378,1
2379,1
2380,2
2381,9
2382,0
2383,4
2384,7
2385,4
2386,9
2387,0
2388,5
2389,8
2390,5
2391,9
2392,2
2393,6
2394,4
2395,0
2396,3
2397,7
2398,7
2399,1
2400,1
2401,5
2402,7
2403,7
2404,2
2405,2
2406,8
2407,8
2408,4
2409,7
2410,6
2411,6
2412,9
2413,9
2414,3
2415,1
2416,6
2417,0
2418,1
2419,1
2420,3
2421,2
2422,1
2423,0
2424,1
2425,4
2426,5
2427,3
2428,6
2429,3
2430,6
2431,3
2432,1
2433,9
2434,4
2435,7
2436,7
2437,7
2438,9
2439,4
2440,7
2441,7
2442,3
2443,6
2444,5
2445,7
2446,2
2447,8
2448,2
2449,9
2450,6
2451,8
2452,6
2453,6
2454,3
2455,5
2456,9
2457,9
2458,2
2459,8
2460,0
2461,8
2462,4
2463,8
2464,6
2465,9
2466,3
2467,2
2468,3
2469,7
2470,2
2471,7
2472,6
2473,7
2474,4
2475,4
2476,7
2477,5
2478,1
2479,7
2480,7
2481,7
2482,2
2483,7
2484,4
2485,5
2486,7
2487,6
2488,1
2489,4
2490,5
2491,4
2492,6
2493,4
2494,7
2495,7
2496,9
2497,6
2498,9
2499,0
2500,8
2501,0
2502,9
2503,7
2504,1
2505,2
2506,6
2507,7
2508,9
2509,2
2510,1
2511,6
2512,6
2513,4
2514,6
2515,3
2516,7
2517,8
2518,0
2519,6
2520,2
2521,9
2522,4
2523,1
2524,1
2525,1
2526,0
2527,3
2528,2
2529,7
2530,1
2531,1
2532,5
2533,0
2534,4
2535,8
2536,4
2537,0
2538,7
2539,5
2540,6
2541,9
2542,0
2543,4
2544,8
2545,9
2546,7
2547,8
2548,0
2549,1
2550,0
2551,2
2552,5
2553,3
2554,6
2555,4
2556,5
2557,4
2558,7
2559,5
2560,5
2561,2
2562,5
2563,0
2564,7
2565,5
2566,2
2567,4
2568,1
2569,6
2570,2
2571,7
2572,7
2573,6
2574,1
2575,4
2576,9
2577,6
2578,2
2579,7
2580,4
2581,2
2582,4
2583,2
2584,5
2585,4
2586,1
2587,4
2588,9
2589,0
2590,5
2591,5
2592,0
2593,8
2594,5
2595,5
2596,9
2597,7
2598,4
2599,4
2600,6
2601,6
2602,0
2603,6
2604,8
2605,3
2606,2
2607,1
2608,4
2609,4
2610,6
2611,4
2612,5
2613,0
2614,4
2615,5
2616,5
2617,5
2618,3
2619,4
2620,5
2621,9
2622,8
2623,3
2624,1
2625,9
2626,7
2627,6
2628,8
2629,0
2630,3
2631,0
2632,3
2633,7
2634,1
2635,2
2636,2
2637,0
2638,2
2639,2
2640,6
2641,2
2642,8
2643,7
2644,5
2645,3
2646,2
2647,2
2648,3
2649,5
2650,1
2651,1
2652,0
2653,6
2654,0
2655,8
2656,1
2657,4
2658,9
2659,3
2660,4
2661,9
2662,7
2663,8
2664,4
2665,4
2666,0
2667,5
2668,3
2669,7
2670,2
2671,1
2672,9
2673,2
2674,5
2675,0
2676,7
2677,4
2678,1
2679,3
2680,5
2681,5
2682,4
2683,7
2684,4
2685,2
2686,6
2687,9
2688,0
2689,3
2690,9
2691,4
2692,3
2693,9
2694,2
2695,4
2696,7
2697,1
2698,8
2699,7
2700,6
2701,2
2702,2
2703,6
2704,7
2705,3
2706,7
2707,8
2708,6
2709,3
2710,9
2711,4
2712,5
2713,0
2714,7
2715,2
2716,0
2717,0
2718,7
2719,7
2720,6
2721,8
2722,6
2723,3
2724,5
2725,7
2726,4
2727,4
2728,8
2729,9
2730,7
2731,1
2732,3
2733,3
2734,4
2735,0
2736,5
2737,9
2738,8
2739,2
2740,2
2741,4
2742,9
2743,2
2744,1
2745,5
2746,0
2747,2
2748,6
2749,0
2750,7
2751,2
2752,4
2753,3
2754,0
2755,9
2756,2
2757,8
2758,4
2759,0
2760,5
2761,6
2762,5
2763,0
2764,9
2765,6
2766,2
2767,8
2768,0
2769,2
2770,0
2771,0
2772,9
2773,5
2774,8
2775,3
2776,3
2777,5
2778,2
2779,5
2780,5
2781,6
2782,5
2783,5
2784,8
2785,1
2786,8
2787,0
2788,1
2789,8
2790,2
2791,7
2792,4
2793,8
2794,7
2795,3
2796,0
2797,7
2798,3
2799,8
2800,3
2801,2
2802,2
2803,7
2804,6
2805,9
2806,7
2807,8
2808,2
2809,2
2810,6
2811,1
2812,2
2813,4
2814,4
2815,1
2816,2
2817,2
2818,6
2819,5
2820,5
2821,6
2822,4
2823,9
2824,4
2825,5
2826,4
2827,9
2828,2
2829,6
2830,6
2831,2
2832,4
2833,6
2834,9
2835,3
2836,8
2837,2
2838,9
2839,4
2840,5
2841,5
2842,7
2843,4
2844,5
2845,0
2846,9
2847,0
2848,5
2849,4
2850,8
2851,3
2852,1
2853,3
2854,3
2855,4
2856,8
2857,2
2858,7
2859,6
2860,5
2861,6
2862,4
2863,5
2864,5
2865,3
2866,2
2867,2
2868,0
2869,7
2870,2
2871,9
2872,5
2873,4
2874,1
2875,7
2876,5
2877,7
2878,2
2879,2
2880,7
2881,8
2882,6
2883,0
2884,3
2885,0
2886,0
2887,4
2888,8
2889,4
2890,4
2891,1
2892,8
2893,9
2894,1
2895,0
2896,7
2897,1
2898,5
2899,5
2900,3
2901,3
2902,5
2903,4
2904,5
2905,3
2906,0
2907,5
2908,7
2909,4
2910,0
2911,2
2912,0
2913,1
2914,4
2915,7
2916,7
2917,9
2918,1
2919,1
2920,5
2921,2
2922,6
2923,0
2924,7
2925,0
2926,8
2927,3
2928,7
2929,3
2930,5
2931,6
2932,1
2933,7
2934,3
2935,5
2936,4
2937,7
2938,8
2939,2
2940,6
2941,3
2942,9
2943,6
2944,6
2945,1
2946,2
2947,5
2948,0
2949,0
2950,8
2951,7
2952,6
2953,4
2954,3
2955,9
2956,3
2957,9
2958,7
2959,7
2960,5
2961,9
2962,3
2963,8
2964,6
2965,1
2966,4
2967,6
2968,2
2969,3
2970,3
2971,8
2972,7
2973,2
2974,4
2975,9
2976,3
2977,0
2978,4
2979,8
2980,6
2981,7
2982,0
2983,3
2984,0
2985,1
2986,7
2987,1
2988,2
2989,7
2990,2
2991,9
2992,6
2993,0
2994,7
2995,0
2996,1
2997,1
